questionOptionID,optionLabel,optionValue,questionID
155227,D,Godfrey Newbold Hounsfield,41636
155228,A,True,41637
155229,B,False,41637
155230,A,Paul Lynde,41638
155231,B,Jackie Gleason,41638
155232,C,Art Carney,41638
155233,D,Rodney Dangerfield,41638
155234,A,Gene Rayburn,41639
155235,B,Randy Miller,41639
155236,C,Gene Olson,41639
155237,D,Rod Roddy,41639
155238,A,Boots Randolph,41640
155239,B,Jack Elam,41640
155240,C,Pat Hingle,41640
155241,D,Dan Haggerty,41640
155242,A,True,41641
155243,B,False,41641
155244,A,Bev Carter,41642
155245,B,Barb Streisand,41642
155246,C,Bette Midler,41642
155247,D,Nell Carter,41642
155248,A,Ohio State University,41643
155249,B,Kent State University,41643
155250,C,Boston College,41643
155251,D,University of California at Berkley,41643
155252,A,Harfleur,41644
155253,B,Agincourt,41644
155254,C,The Somme,41644
155255,D,Calais,41644
155256,A,Battle of Yorktown,41645
155257,B,Battle of Valley Forge,41645
155258,C,Battle of Bunker Hill,41645
155259,D,Battle of Saratoga,41645
155260,A,Battle of Ypres,41646
155261,B,Battle of the Somme,41646
155262,C,Battle of Verdun,41646
155263,D,Battle of Galipoli,41646
155264,A,Byzantium,41647
155265,B,Sumer,41647
155266,C,Sparta,41647
155267,D,Babylon,41647
155268,A,Battle of Falkirk,41648
155269,B,Battle of Culloden,41648
155270,C,Battle of Bannockburn,41648
155271,D,Battle of Inverness,41648
155272,A,Dien Bien Phu,41649
155273,B,Hanoi,41649
155274,C,Hue,41649
155275,D,Khe Sanh,41649
155276,A,Battle of Hungnam,41650
155277,B,Battle of Seoul,41650
155278,C,Battle of Inchon,41650
155279,D,Battle of Pusan,41650
155280,A,Picketts Charge,41651
155281,B,Cemetery Ridge,41651
155282,C,Bloody Lane,41651
155283,D,Little Round Top,41651
155284,A,"Turkey, Jordan, Oman",41652
155285,B,"Syria, Jordan, Iraq",41652
155286,C,"Egypt, Syria, Turkey",41652
155287,D,"Egypt, Syria, Jordan",41652
155288,A,The Boer War,41653
155289,B,The Crimean War,41653
155290,C,The Franco-Prussian War,41653
155291,D,The Boxer Rebellion,41653
155292,A,Halloween,41654
155293,B,E.T.,41654
155294,C,Jaws,41654
155295,D,Jurassic Park,41654
155296,A,The aviation units were not dispersed and ready for a battle,41655
155297,B,All of these,41655
155298,C,There was a disorganization in the armor units,41655
155299,D,Stalin didnt believe that the Third Reich was going to attack only two years after signing the Molotov-Ribbentrop Pact,41655
155300,A,Bloody Christmas,41656
155301,B,None of these,41656
155302,C,Black Christmas,41656
155303,D,Sad Christmas,41656
155304,A,Brandenburg Gate,41657
155305,B,Berliner Dom,41657
155306,C,Berlin Sportpalast,41657
155307,D,Reichstag Building,41657
155308,A,Martin Bormann,41658
155309,B,Heinrich Himmler,41658
155310,C,Reinhard Heydrich,41658
155311,D,Ernst Kaltenbrunner,41658
155312,A,First Battle of El Alamein,41659
155313,B,Attack on Pearl Harbor,41659
155314,C,Operation Anthropoid,41659
155315,D,Second Battle of El Alamein,41659
155316,A,The battle in Berlin,41660
155317,B,Operation Bagration in Belarus,41660
155318,C,The battle of Kursk,41660
155319,D,The battle of Normandy,41660
155320,A,None of these,41661
155321,B,Fat Man,41661
155322,C,Small Head,41661
155323,D,Little Boy,41661
155324,A,We can do it!,41662
155325,B,Women can work!,41662
155326,C,We are strong!,41662
155327,D,Women support the war effort!,41662
155328,A,European Peace Institute,41663
155329,B,European Anti War Committee,41663
155330,C,European Commission,41663
155331,D,European Coal and Steel Community,41663
155332,A,Truman and Stalin,41664
155333,B,Eisenhower and Kruschev,41664
155334,C,Eisenhower and Stalin,41664
155335,D,Molotov and Roosevelt,41664
155336,A,Russo-Japanese war,41665
155337,B,World War I,41665
155338,C,World War II,41665
155339,D,Spanish-American war,41665
155340,A,True,41666
155341,B,False,41666
155342,A,1884,41667
155343,B,1939,41667
155344,C,1929,41667
155345,D,1892,41667
155346,A,Al Gore,41668
155347,B,J. K. Rowling,41668
155348,C,Vladimir Putin,41668
155349,D,Hu Jintao,41668
155350,A,Johnny Depp,41669
155351,B,Brad Pitt,41669
155352,C,Tiger Woods,41669
155353,D,Patrick Dempsey,41669
155354,A,Sean Combs,41670
155355,B,Barack Obama,41670
155356,C,Brad Pitt,41670
155357,D,Kevin Federline,41670
155358,A,Dan Brown,41671
155359,B,Norman Mailer,41671
155360,C,C. S. Lewis,41671
155361,D,J. K. Rowling,41671
155362,A,Vixen,41672
155363,B,Fox,41672
155364,C,Cougar,41672
155365,D,Badger,41672
155366,A,The Coen Brothers,41673
155367,B,Clint Eastwood,41673
155368,C,Tim Burton,41673
155369,D,Sean Penn,41673
155370,A,Drew Barrymore,41674
155371,B,Oprah Winfrey,41674
155372,C,Steve Jobs,41674
155373,D,Madonna,41674
155374,A,Appalachian State University,41675
155375,B,Montana State,41675
155376,C,University of Delaware,41675
155377,D,The Citadel,41675
155378,A,Nicole Richie,41676
155379,B,Michelle Rodrigues,41676
155380,C,Paris Hilton,41676
155381,D,Lindsay Lohan,41676
155382,A,Kent,41677
155383,B,Surrey,41677
155384,C,East Sussex,41677
155385,D,West Sussex,41677
155386,A,The Normans,41678
155387,B,The Romans,41678
155388,C,The Vikings,41678
155389,D,The Scots,41678
155390,A,False,41679
155391,B,True,41679
155392,A,Charles II,41680
155393,B,Charles I,41680
155394,C,Richard III,41680
155395,D,Harold II,41680
155396,A,2 minutes,41681
155397,B,5 Minutes,41681
155398,C,1 minute,41681
155399,D,10 minutes,41681
155400,A,a religious zealot,41682
155401,B,a strategic genius,41682
155402,C,a courageous warrior,41682
155403,D,useless,41682
155404,A,United 175,41683
155405,B,American 11,41683
155406,C,American 77,41683
155407,D,United 93,41683
155408,A,True,41684
155409,B,False,41684
155410,A,"August, 2001",41685
155411,B,June 2000,41685
155412,C,"January, 2001",41685
155413,D,"February, 2000",41685
155414,A,"Riyadh, Saudi Arabia",41686
155415,B,"Washington, DC",41686
155416,C,Minneapolis,41686
155417,D,"Baghdad, Iraq",41686
155418,A,the revenge,41687
155419,B,"the base, or foundation",41687
155420,C,the struggle,41687
155421,D,justice,41687
155422,A,True,41688
155423,B,False,41688
155424,A,He was attending a meeting in the portion of  the Pentagon that was struck by one of the hijacked planes.,41689
155425,B,He was in the midst of new duties as head of security at the World Trade Center.,41689
155426,C,He was helping firemen rescue people trapped on the top floors of the South Tower when it collapsed.,41689
155427,D,He was a passenger on the plane that crashed in Pennsylvania.,41689
155428,A,Space Systems LORAL,41690
155429,B,Rockwell International,41690
155430,C,SAIC,41690
155431,D,Raytheon Systems,41690
155432,A,The Shuttle would launch nuclear missiles from space,41691
155433,B,The Shuttle would captire Soviet satellites,41691
155434,C,The Shuttle would spy on enemies,41691
155435,D,The Shuttle would help build a space station,41691
155436,A,Enterprise,41692
155437,B,Millennium Falcon,41692
155438,C,Discovery,41692
155439,D,Columbia,41692
155440,A,Big Bertha Transporter,41693
155441,B,Shuttle Tracked Vehicle,41693
155442,C,Tracked Shuttle Transporter,41693
155443,D,Shuttle Crawler Transporter,41693
155444,A,19 minutes,41694
155445,B,3 minutes,41694
155446,C,8 minutes,41694
155447,D,50 seconds,41694
155448,A,Top O-ring of the fuel tank,41695
155449,B,External Rocket Booster,41695
155450,C,External Fuel Tank,41695
155451,D,Phase 1 Engine,41695
155452,A,John Young,41696
155453,B,Byron Lichtenberg,41696
155454,C,John Glenn,41696
155455,D,Bob Crippen,41696
155456,A,Modules Integration Facility (MIF),41697
155457,B,Final Inspection Room (FIP),41697
155458,C,Themal Tile Processing Plant (TTPP),41697
155459,D,Vehicle Asembly Building (VAB),41697
155460,A,One of the radiators attached to the doors was loose,41698
155461,B,The doors would not close back,41698
155462,C,The left door slightly bent,41698
155463,D,Thermal tiles were missing,41698
155464,A,21 years,41699
155465,B,16 years,41699
155466,C,19 years,41699
155467,D,22 years,41699
155468,A,Yes,41700
155469,B,No,41700
155470,A,10,41701
155471,B,14,41701
155472,C,16,41701
155473,D,20,41701
155474,A,There was a suspected saboteur,41702
155475,B,Personnel had to work overtime till communication was restored,41702
155476,C,Interferece was preventing radio communication,41702
155477,D,The Shuttle had been lost,41702
155478,A,James Longstreet,41703
155479,B,Robert E. Lee,41703
155480,C,JEB Stuart,41703
155481,D,Thomas Jackson,41703
155482,A,Pvt. Daniel Hough,41704
155483,B,Pvt. Stephen Lang,41704
155484,C,Pvt. Peter Hermit,41704
155485,D,Pvt. Harry Cruble,41704
155486,A,Fort Henry,41705
155487,B,Shiloh,41705
155488,C,Belmont,41705
155489,D,Fort Donelson,41705
155490,A,Phil Sheridan,41706
155491,B,Alfred Pleasanton,41706
155492,C,Judson Kilpatrick,41706
155493,D,George Armstrong Custer,41706
155494,A,Chickamauga,41707
155495,B,Vicksburg,41707
155496,C,Chattanooga,41707
155497,D,Gettysburg,41707
155498,A,Pea Ridge,41708
155499,B,Poison Spring,41708
155500,C,Wilsons Creek,41708
155501,D,Westport,41708
155502,A,USS Washington,41709
155503,B,USS New York,41709
155504,C,USS Monitor,41709
155505,D,USS Kearsarge,41709
155506,A,True,41710
155507,B,False,41710
155508,A,"A year before 9/11, the CIA briefed President Bush and the Cabinet about terrorists in flight school.",41711
155509,B,Rice had drafted her own memo about hijacking dangers before she served in the Bush administration.,41711
155510,C,A plot like this was depicted in the movie Top Gun.,41711
155511,D,"Two years before 9/11, in an Air Force training exercise, jet pilots practiced shooting down a hijacked commercial aircraft before it could crash into civilian targets.",41711
155512,A,Sudanese informer,41712
155513,B,captured Taliban fighter,41712
155514,C,Israeli Mossad agent,41712
155515,D,released American hostage,41712
155516,A,True,41713
155517,B,False,41713
155518,A,False,41714
155519,B,True,41714
155520,A,U.S. embassies in Tanzania and Kenya,41715
155521,B,USS Cole destroyer in Yemen,41715
155522,C,"Khobar Towers housing complex in Dhahran, Saudi Arabia",41715
155523,D,a parking garage of the World Trade Center,41715
155524,A,1,41716
155525,B,2,41716
155526,C,10,41716
155527,D,5,41716
155528,A,365 days,41717
155529,B,90 days,41717
155530,C,200 days,41717
155531,D,35 days,41717
155532,A,Sudan,41718
155533,B,Saudi Arabia,41718
155534,C,Yemen,41718
155535,D,Iraq,41718
155536,A,poor building design,41719
155537,B,lack of disaster training,41719
155538,C,outdated fire department radios,41719
155539,D,poor leadership,41719
155540,A,Burma Shave,41720
155541,B,Old Spice,41720
155542,C,Aqua Velva,41720
155543,D,Colgate Shave Gel,41720
155544,A,"11,147,000",41721
155545,B,"16,354,000",41721
155546,C,"7,457,000",41721
155547,D,"9,127,000",41721
155548,A,"Cleveland, Ohio",41722
155549,B,"Tesserendo, Belgium",41722
155550,C,in the Atlantic Ocean on a cargo ship,41722
155551,D,"Ludwig ,Germany",41722
155552,A,Gray was legally  blind in one  eye.,41723
155553,B,Gray had only one arm.,41723
155554,C,Gray was the only person to lead in home runs while playing for a last place  team.,41723
155555,D,During this period Gray was the only  player to hit 50 homers in one  year.,41723
155556,A,the Frisbee,41724
155557,B,the microwave,41724
155558,C,Doppler Radar,41724
155559,D,the solar battery,41724
155560,A,The Dead Sea Scrolls are found.,41725
155561,B,Chuck Yeager breaks the sound barrier.,41725
155562,C,The United Nations is founded.,41725
155563,D,The Polaroid Camera is invented.,41725
155564,A,The siege of Leningrad began.,41726
155565,B,Mount Rushmore was finished.,41726
155566,C,The Jeep was invented.,41726
155567,D,The microwave was invented,41726
155568,A,"He also integrated the city of Stamford, Connecticut.",41727
155569,B,His older brother was considered the best athlete in the family but was forced to take a job as a sanitation worker in Los Angeles because of segregation.,41727
155570,C,He played three sports for UCLA.,41727
155571,D,"When Walter Alston signed him, both Alston and Robinson received death threats.",41727
155572,A,"Chicago, Illinois.",41728
155573,B,"Roswell, New Mexico.",41728
155574,C,"Bikini Atoll, Marshall Islands.",41728
155575,D,"Los Arbeles, Arizona.",41728
155576,A,Sir Howard Walter Florey,41729
155577,B,Ernst Boris Chain,41729
155578,C,Sir Alexander Fleming,41729
155579,D,Paul Winchell,41729
155580,A,The Russian Winter of  No Dissent.,41730
155581,B,The Soviet Bloc,41730
155582,C,The Soviet Gulags,41730
155583,D,The Iron Curtain,41730
155584,A,False,41731
155585,B,True,41731
155586,A,"Charleston, South Carolina",41732
155587,B,"Lexington, Massachusetts",41732
155588,C,near the city of New York,41732
155589,D,"Newark, New Jersey",41732
155590,A,the Council of States,41733
155591,B,the Executive Committee of the United States,41733
155592,C,The Continental Congress,41733
155593,D,the Congress of the United Colonies,41733
155594,A,because the signing of the Declaration of Independence began on that day,41734
155595,B,because on that day the British recognized US independence,41734
155596,C,because on that day all thirteen former colonies finally agreed to a constitution for their new government,41734
155597,D,because on that day the Americans had their first victory over the British at Boston,41734
155598,A,It was the first major victory for the Americans.,41735
155599,B,The American victory convinced the French to give the Americans substantial aid.,41735
155600,C,British General Burgoyne invading from Canada lost his entire army.,41735
155601,D,General George Washington was wounded while directing the American troops.,41735
155602,A,Battle of Kings Mountain,41736
155603,B,Battle of Charleston,41736
155604,C,Battle of Princeton,41736
155605,D,Battle of Camden,41736
155606,A,by allowing the French fleet to aid the Americans at a critical point of the war,41737
155607,B,by providing substantial amounts of military supplies,41737
155608,C,by sending part of the French Army to America,41737
155609,D,all of these,41737
155610,A,He used guerrilla warfare against the British.,41738
155611,B,He was able to get several Indian tribes to fight against the British.,41738
155612,C,He was successful in naval warfare against the British.,41738
155613,D,He captured several British forts in Canada.,41738
155614,A,It recognized US independence.,41739
155615,B,It granted territory to the US from the Atlantic Ocean to the Pacific Ocean.,41739
155616,C,All of these,41739
155617,D,It formed a permanent alliance between France and the US.,41739
155618,A,Lord Cardigan,41740
155619,B,Captain Jenyns,41740
155620,C,Major Richard Ormsby Gore,41740
155621,D,Lord Harlech,41740
155622,A,Brown-eyed Lady,41741
155623,B,Lady Marmalade,41741
155624,C,Sexy Sadie,41741
155625,D,Lady Godiva,41741
155626,A,Chia Pet,41742
155627,B,Elmo,41742
155628,C,Pet Rock,41742
155629,D,Invisible Dog,41742
155630,A,Hawaii Five O,41743
155631,B,Gilligans Island,41743
155632,C,Fantasy Island,41743
155633,D,Love Boat,41743
155634,A,Nanoo nanoo!,41744
155635,B,We are two wild and crazy guys!,41744
155636,C,Im Chevy Chase and youre not.,41744
155637,D,"Jane, you ignorant slut!",41744
155638,A,Schleswig Holstein,41745
155639,B,Koniggratz,41745
155640,C,Palermo,41745
155641,D,Paris,41745
155642,A,Rebellion in India,41746
155643,B,The War of independence - Ireland,41746
155644,C,The Boer War - South Africa,41746
155645,D,The Boxer uprising - China,41746
155646,A,True,41747
155647,B,False,41747
155648,A,France,41748
155649,B,United Kingdom,41748
155650,C,Austria,41748
155651,D,Kingdom of Piedmont,41748
155652,A,The 2nd Sin--Japanese War 1937 - 1945,41749
155653,B,The Korean War 1950 - 1953,41749
155654,C,The Vietnam invasion - 1979,41749
155655,D,The first Opium War 1839 - 1842,41749
155656,A,Cambodia,41750
155657,B,Congo,41750
155658,C,Algeria,41750
155659,D,Nigeria,41750
155660,A,"The Soviet Annexation of the Baltic States; Estonia, Lithuania  Latvia - 1940",41751
155661,B,The Kashmir Conflict - 1947,41751
155662,C,The Arab-Israel War - 1948,41751
155663,D,The Armenian uprisal - 1915,41751
155664,A,India; The Sepoy Mutiny,41752
155665,B,Ireland; The Easter Uprising,41752
155666,C,The Palestine Mandate ; Zionist Uprising,41752
155667,D,Egypt; The Urabi revolt,41752
155668,A,2000 ; Belgrade ; Yugoslavia,41753
155669,B,2003 ; Tbilisi ; Georgia,41753
155670,C,"1989 ; Tiananmen Square, Beijing; China",41753
155671,D,1989 ; Prague ; Czechoslovakia,41753
155672,A,Northern Alliance,41754
155673,B,Al-Qaeda,41754
155674,C,Taliban,41754
155675,D,Amir al-MuMinin,41754
155676,A,Autocracy,41755
155677,B,Constitutional Monarchy,41755
155678,C,Liberalism,41755
155679,D,Democracy,41755
155680,A,Borodino,41756
155681,B,Studjanka,41756
155682,C,Moscow,41756
155683,D,Smolensk,41756
155684,A,Ben Franklin,41757
155685,B,Thomas Jefferson,41757
155686,C,John Jay,41757
155687,D,John Adams,41757
155688,A,A rise to power of the Shogunate,41758
155689,B,The assassination of  Tokugawa Yoshinobu,41758
155690,C,The loss of Nagasaki to a foreign power,41758
155691,D,The Meiji Restoration,41758
155692,A,Camillo di Cavour,41759
155693,B,Giuseppe Garibaldi,41759
155694,C,Bettino Ricasoly,41759
155695,D,Giuseppe Mazzini,41759
155696,A,"The battle of Antietam September 27th, 1862",41760
155697,B,"The battle of Sedan September 1st, 1870",41760
155698,C,"The battle of Solferino June 24th, 1859",41760
155699,D,"The battle of Bezzeca July 21st, 1866",41760
155700,A,The biggest infantry engagement of WW II,41761
155701,B,The launch of Operation Kutzov,41761
155702,C,The biggest Tank batlle of WW II,41761
155703,D,The launch of Operation Citadel,41761
155704,A,The Beatles give their last public performance,41762
155705,B,The Nixon Doctrine is declared,41762
155706,C,A coup in Libya brings to power Colonel Khadaffi,41762
155707,D,The Woodstock Festival,41762
155708,A,The Iraqis democratic government attempt to get an acceptable constitution,41763
155709,B,ANCs attempt to change the discrimination laws in South Africas Apartheid regime,41763
155710,C,The EU attempt to override local Member State law,41763
155711,D,The implementation of National legislation laws vs. Soviet Union laws,41763
155712,A,the 17th parallel,41764
155713,B,the 49th parallel,41764
155714,C,There was never any dividing line established.,41764
155715,D,the 38th parallel,41764
155716,A,"in 1946, when Korean communist guerrillas began attacking non-communist groups throughout Korea",41765
155717,B,"in 1949, when Chinese communists crossed the border into northern Korea and attempted to take over the entire nation",41765
155718,C,in 1953 when the US-backed South Korean army invaded communist North Korea,41765
155719,D,in 1950 when communist North Korea suddenly attacked non-communist South Korea,41765
155720,A,Pusan,41766
155721,B,Pyongyang,41766
155722,C,Osaka,41766
155723,D,Seoul,41766
155724,A,Eisenhower,41767
155725,B,Truman,41767
155726,C,Kennedy,41767
155727,D,Roosevelt,41767
155728,A,MacArthurs air forces bombed communist supply bases in China.,41768
155729,B,The Chinese saw this as a chance to defeat the Americans and invade Japan.,41768
155730,C,Anti-communist forces crossed over the North Korean-China border in several places.,41768
155731,D,MacArthurs aggressive policies and proclamations made the Chinese fear that they themselves might be attacked by the anti-communist forces.,41768
155732,A,MacArthur refused to attack Chinese bases in China.,41769
155733,B,MacArthur publicly disagreed with the Presidents policy of limited war in Korea.,41769
155734,C,The American public demanded a more effective commander.,41769
155735,D,MacArthur refused to cooperate with NATO forces.,41769
155736,A,It caused the Nationalist forces of Taiwan to enter the war against Communist China.,41770
155737,B,It led to US bombing of targets in China.,41770
155738,C,It pushed the anti-communist forces back rapidly all the way into South Korea.,41770
155739,D,It had little effect on the course of the war.,41770
155740,A,"When the war ended, China had gained some territory and special economic concessions from North Korea.",41771
155741,B,"When the war ended, the South had gained a large part of North Korean territory.",41771
155742,C,"When the war ended, the North had gained a large part of South Korean territory.",41771
155743,D,"When the war ended, no nation made any significant gain in territory or economic concessions. The dividing line between North and South was almost the same as when the war began.",41771
155744,A,Stone walls suggesting the presence of bunkers,41772
155745,B,Circular machine gun emplacements,41772
155746,C,Camouflaged bunkers,41772
155747,D,"Pointed stakes just under water level, to sink landing craft",41772
155748,A,True,41773
155749,B,False,41773
155750,A,Montgommery took personal control,41774
155751,B,Gen. Horrocks,41774
155752,C,Ltn. Gen. Boy Browning,41774
155753,D,Maj. Gen. Urquhart,41774
155754,A,Russian,41775
155755,B,Finnish,41775
155756,C,Hungarian,41775
155757,D,Japanese,41775
155758,A,Attack on Truk Atoll,41776
155759,B,Attack on Okinawa,41776
155760,C,Attack on Iwo Jima,41776
155761,D,Raid on Tokyo,41776
155762,A,The Japanese assaulted Singapore over land.,41777
155763,B,A night-time Amphibious assault caught the defenders off-guard.,41777
155764,C,"Pro-Japanese resistance groups caused havoc in the city, leaving the defenders confused.",41777
155765,D,Superior Japanese Naval forces bombarded the defenders into submission.,41777
155766,A,False,41778
155767,B,True,41778
155768,A,The capture of Sicily,41779
155769,B,The bombardment of the Monte Casino Cloister,41779
155770,C,The landings at Anzio,41779
155771,D,The final defeat of German forces in Africa,41779
155772,A,General  Hans Sponeck,41780
155773,B,General Albert Kesselring,41780
155774,C,General Kurt Student,41780
155775,D,Major Otto Skorzeny,41780
155776,A,Husky,41781
155777,B,Neptune,41781
155778,C,Torch,41781
155779,D,Avalanche,41781
155780,A,Charles Guiteau,41782
155781,B,Sirhan Sirhan,41782
155782,C,Gavrilo Princip,41782
155783,D,James Earl Ray,41782
155784,A,Daffy Duck,41783
155785,B,Mickey Mouse,41783
155786,C,Donald Duck,41783
155787,D,Pluto,41783
155788,A,Secretariat,41784
155789,B,Sir Barton,41784
155790,C,Affirmed,41784
155791,D,War Admiral,41784
155792,A,Texas Instruments,41785
155793,B,Hewlitt Packard,41785
155794,C,Price Waterhouse,41785
155795,D,IBM,41785
155796,A,Memorial Day,41786
155797,B,Mothers Day,41786
155798,C,Fathers Day,41786
155799,D,Flag Day,41786
155800,A,True,41787
155801,B,False,41787
155802,A,Ulysses S. Grant,41788
155803,B,Andrew Johnson,41788
155804,C,Abraham Lincoln,41788
155805,D,Andrew Jackson,41788
155806,A,Charles Guiteau,41789
155807,B,Leon Czolgosz,41789
155808,C,Gavrilo Princip,41789
155809,D,Sirhan Sirhan,41789
155810,A,General Hospital,41790
155811,B,Young and the Restless,41790
155812,C,Guiding Light,41790
155813,D,Days of our Lives,41790
155814,A,True,41791
155815,B,False,41791
155816,A,The Trojans surrendered.,41792
155817,B,They used a wooden hollow horse.,41792
155818,C,They destroyed the walls of the city.,41792
155819,D,Achilles killed the Trojan soldiers.,41792
155820,A,Numbering years according to the life of Jesus,41793
155821,B,The concepts of  Feudalism,41793
155822,C,The horse-pulled plow,41793
155823,D,Taking a census every decade,41793
155824,A,Stealth technology for airplanes,41794
155825,B,Fabric softeners,41794
155826,C,The reality TV show,41794
155827,D,The expression Y2K,41794
155828,A,Bob Dylan,41795
155829,B,Tom Petty,41795
155830,C,Denny Dougherty,41795
155831,D,Eddie Van Halen,41795
155832,A,Lawrence Welk,41796
155833,B,Jay Leno,41796
155834,C,Paul Winchell,41796
155835,D,Zeppo Marx,41796
155836,A,Buddy Rich,41797
155837,B,Marlon Brando,41797
155838,C,Johnny Carson,41797
155839,D,Richard Feynmann,41797
155840,A,Johnny Carson,41798
155841,B,Axl Rose,41798
155842,C,Rachel Carson,41798
155843,D,Lawrence Welk,41798
155844,A,James Arness,41799
155845,B,Danny Kaye,41799
155846,C,Johnny Carson,41799
155847,D,Marlon Brando,41799
155848,A,Paul Winchell,41800
155849,B,Lawrence Welk,41800
155850,C,Fred Rogers,41800
155851,D,George Lucas,41800
155852,A,Patrick Wharton,41801
155853,B,Fred Watson,41801
155854,C,Hank Azari,41801
155855,D,Charles Fleischer,41801
155856,A,Albert Einstein,41802
155857,B,Franz Kafka,41802
155858,C,Vince McMahn,41802
155859,D,Herbert Hoover,41802
155860,A,Jamie Lee Curtis,41803
155861,B,Gary Burghoff,41803
155862,C,Elizabeth Taylor,41803
155863,D,Betty White,41803
155864,A,Jamie Lee Curtis,41804
155865,B,Gary Burghoff,41804
155866,C,Jonathan Winters,41804
155867,D,Charlton Heston,41804
155868,A,Abraham Lincoln,41805
155869,B,Harry Houdini,41805
155870,C,Mark Twain,41805
155871,D,Charles Dickens,41805
155872,A,Herbert Hoover,41806
155873,B,Abraham Lincoln,41806
155874,C,Harry Houdini,41806
155875,D,Mark Twain,41806
155876,A,Darryl The Captain Dragon,41807
155877,B,"Harry Connick, Jr.",41807
155878,C,Henry Mancini,41807
155879,D,Johnny Mercer,41807
155880,A,Axl Rose,41808
155881,B,Gene Simmons,41808
155882,C,Chaim Witz,41808
155883,D,Michael Jackson,41808
155884,A,Joseph Abrahams,41809
155885,B,Jerry Lewis,41809
155886,C,Marcel Marceau,41809
155887,D,Penn Jillette,41809
155888,A,Andrew Jackson,41810
155889,B,Stephen Decateur,41810
155890,C,Herbert Hoover,41810
155891,D,Abraham Lincoln,41810
155892,A,Michelle Pfeiffer,41811
155893,B,Eartha Kitt,41811
155894,C,Donna Mills,41811
155895,D,Julie Newmar,41811
155896,A,Amenhotep,41812
155897,B,Ramses,41812
155898,C,Tut,41812
155899,D,Khufu,41812
155900,A,481 feet,41813
155901,B,565 feet,41813
155902,C,380 feet,41813
155903,D,600 feet,41813
155904,A,The Pyramid of Khafre,41814
155905,B,The Great Sphinx,41814
155906,C,The Pyramid of Menkaure,41814
155907,D,The Pyramid of Amenemhet I,41814
155908,A,"In Abu Simbel, Southern Egypt",41815
155909,B,Near the Gulf of Aqaba,41815
155910,C,In the very heart of Egypt,41815
155911,D,On the outskirts of Cairo,41815
155912,A,more than 40 years,41816
155913,B,10 - 15 years,41816
155914,C,15 - 20 years,41816
155915,D,30 - 40 years,41816
155916,A,The Pyramid of Khafre,41817
155917,B,The Great Pyramid of Giza,41817
155918,C,The Pyramid of Djedefre,41817
155919,D,One of the Queens Pyramids,41817
155920,A,The ascending passages and upper chambers,41818
155921,B,The larger number of its chambers,41818
155922,C,The underground chamber,41818
155923,D,Its wider and longer passages,41818
155924,A,They all face the exact north.,41819
155925,B,They all face the exact west.,41819
155926,C,They all face the Nile River bank.,41819
155927,D,They are all oriented towards the Sphinx.,41819
155928,A,Its nose,41820
155929,B,Its wings,41820
155930,C,Its headdress,41820
155931,D,Its tail,41820
155932,A,Pyramidions,41821
155933,B,Mastabas,41821
155934,C,Ben-bens,41821
155935,D,Stelas,41821
155936,A,"May 10, 1994",41822
155937,B,"June 10, 1994",41822
155938,C,"June 13, 1994",41822
155939,D,"May 13, 1994",41822
155940,A,June 16,41823
155941,B,March 6,41823
155942,C,June 1,41823
155943,D,April 1,41823
155944,A,Battle of Galiad,41824
155945,B,Battle of San Antonio,41824
155946,C,Battle of San Jacinto,41824
155947,D,Battle of Goliad,41824
155948,A,He pretended to be dead in the grass.,41825
155949,B,He jumped in his Buick and headed to the river.,41825
155950,C,He switched uniforms with someone else.,41825
155951,D,He was dressed as a peasant.,41825
155952,A,Clark Gable,41826
155953,B,John Wayne,41826
155954,C,Jimmy Stewart,41826
155955,D,Richard Widmark,41826
155956,A,Denver Pyle,41827
155957,B,Andy Griffith,41827
155958,C,James Best,41827
155959,D,Boss Hogg,41827
155960,A,True,41828
155961,B,False,41828
155962,A,False,41829
155963,B,True,41829
155964,A,Germany,41830
155965,B,Spain,41830
155966,C,England,41830
155967,D,Denmark,41830
155968,A,Epilepsy,41831
155969,B,Dyslexia,41831
155970,C,Hemophilia,41831
155971,D,Asthma,41831
155972,A,Battle of Midway,41832
155973,B,Battle of Normandy,41832
155974,C,Battle of Brittany,41832
155975,D,Battle of Britain,41832
155976,A,Emir Abd-ar-Rahman,41833
155977,B,Ali Pasha,41833
155978,C,Hannibal,41833
155979,D,Saladin,41833
155980,A,Second Bull Run,41834
155981,B,Fredericksburg,41834
155982,C,Shiloh,41834
155983,D,Antietam,41834
155984,A,Paullus,41835
155985,B,Alexander,41835
155986,C,Hannibal,41835
155987,D,Xerxes,41835
155988,A,Battle of Agincourt,41836
155989,B,Battle of Tours,41836
155990,C,Battle of Blenheim,41836
155991,D,Battle of Tannenberg,41836
155992,A,Battle of Kursk,41837
155993,B,Battle of Stalingrad,41837
155994,C,The Somme,41837
155995,D,Battle of Narva,41837
155996,A,Battle of Midway,41838
155997,B,Doolittle Raid,41838
155998,C,Battle of Wake Island,41838
155999,D,Battle of the Coral Sea,41838
156000,A,False,41839
156001,B,True,41839
156002,A,6th century AD,41840
156003,B,1st century BC,41840
156004,C,4th century AD,41840
156005,D,2nd century BC,41840
156006,A,16th century AD,41841
156007,B,17th century AD,41841
156008,C,19th century AD,41841
156009,D,18th century AD,41841
156010,A,4th century BC,41842
156011,B,3rd century AD,41842
156012,C,2nd century BC,41842
